ID,Outstanding _principal,Prime,Joint,PV,ABP,DP,12_mo_inquires,Rev_over_90,Auto_App,BA_V,Grade,IDA,BK,Deceased,BA_change_pre _issue,BA_change_post_issue,Days_between_issue_default,Recovered
3430,11582.58,0,0,0,0,0,0,1,0,0,G,373,0,0,1,0,117,0
3431,10860.26,0,0,2,0,0,1,0,0,0,G,506,0,0,0,0,91,0
3432,5760.75,0,0,0,0,0,0,0,0,0,E,387,0,0,0,0,112,1
3433,37044.48,1,0,2,0,0,0,0,0,0,B,432,0,0,0,1,50,1
3434,32872.93,1,0,0,1,0,0,0,0,0,D,455,0,0,0,1,81,1
3435,2794.99,1,0,2,0,0,0,0,0,0,C,188,0,0,0,0,140,0
3436,9808.41,0,0,2,0,0,0,0,0,0,F,312,0,0,0,1,48,1
3437,7048.61,0,0,2,0,0,0,0,1,0,E,302,0,0,0,0,112,0
3438,5323.74,1,0,2,0,0,0,0,1,0,B,644,0,0,0,0,114,0
3439,33485.07,1,0,2,0,0,0,1,0,0,D,445,0,0,0,0,112,1
3440,16727.58,1,0,2,1,0,0,0,0,0,B,282,0,0,0,1,53,1
3441,12435.42,1,0,0,0,0,0,0,0,0,A,557,0,0,0,0,50,0
3442,14214.5,0,0,2,0,0,0,0,0,0,F,162,0,0,0,1,60,0
3443,20190.78,1,0,2,1,0,0,0,0,0,D,239,0,0,0,1,129,1
3444,19058.97,1,0,3,0,0,0,0,0,1,B,518,1,0,0,0,110,0
3445,3291.98,0,0,0,0,0,0,0,0,0,E,586,0,0,0,0,51,1
3446,5890.63,0,0,0,0,0,0,0,0,0,G,429,0,0,0,0,81,0
3447,13481.04,0,0,2,0,0,0,0,1,0,F,376,0,0,0,0,109,0
3448,14868.02,1,0,2,0,0,0,0,1,0,B,393,0,0,0,1,50,1
3449,16800,1,0,3,0,0,0,0,0,0,B,708,0,0,0,0,48,1
3450,27474.22,1,0,3,0,0,0,0,0,0,E,467,0,0,0,0,82,0
3451,17727.28,0,0,2,0,0,0,0,0,0,G,265,0,0,0,0,112,0
3452,14486.13,1,0,3,0,0,0,0,0,1,G,478,0,0,0,0,110,0
3453,7692.77,1,0,0,0,0,0,0,0,0,E,231,0,0,0,0,111,1
3454,17255.83,1,0,3,0,0,0,0,0,0,D,639,0,0,0,1,117,0
3455,8100,0,0,2,0,0,0,0,0,0,G,570,0,0,0,0,51,0
3456,26057.87,1,0,2,0,0,0,1,1,0,D,434,0,0,0,0,112,0
3457,16649.29,0,0,3,0,0,0,0,0,0,F,546,0,0,0,1,91,1
3458,6945.38,0,0,0,1,0,0,0,0,0,G,370,0,0,0,0,110,0
3459,29355.31,1,0,0,0,0,1,0,0,1,D,389,0,0,0,0,83,0
3460,8025.23,1,0,3,0,0,0,0,0,1,C,759,0,0,0,0,110,0
3461,20481.6,1,0,2,0,0,0,0,0,0,D,307,0,0,0,0,81,0
3462,3851.72,0,0,0,0,0,0,0,0,0,F,477,0,0,0,0,112,0
3463,29136.77,1,0,2,0,0,0,0,0,0,D,184,0,0,0,0,136,1
3464,9940.02,0,0,0,0,0,1,0,0,0,G,479,0,0,0,1,49,0
3465,30582.51,1,0,0,1,0,0,0,0,0,D,574,0,0,0,0,47,0
3466,27003.48,1,1,3,0,0,0,0,0,0,C,504,0,0,0,1,50,1
3467,13886.1,1,0,2,0,0,0,0,0,0,C,444,0,0,0,0,108,1
3468,5308.68,0,0,2,0,0,0,0,0,0,G,566,0,0,0,0,111,0
3469,11727.36,0,0,2,0,0,0,0,0,0,G,540,0,0,0,1,125,0
3470,28740.55,1,1,3,0,0,0,0,0,0,D,402,0,0,0,0,112,0
3471,5740.29,1,0,2,0,0,0,0,0,0,D,443,1,0,0,0,119,0
3472,9798.08,0,0,2,0,0,0,0,0,0,G,483,0,0,0,0,70,1
3473,6676.95,1,0,2,0,0,0,0,1,0,C,277,0,0,0,0,112,0
3474,3780.13,0,0,3,0,0,0,0,0,0,F,531,0,0,0,0,50,1
3475,9435.16,0,0,2,0,0,0,1,0,0,G,261,0,0,0,0,82,0
3476,15429.22,0,0,2,0,0,0,0,0,0,G,343,0,0,0,0,112,0
3477,16024.71,1,0,2,0,0,0,0,1,0,C,369,0,0,0,0,110,0
3478,25000,1,0,2,0,0,0,0,1,0,E,319,1,0,0,0,50,0
3479,18117.73,0,1,3,0,0,1,0,0,0,G,639,0,0,0,0,53,0
3480,3503.72,1,0,3,0,0,1,0,0,0,C,419,0,0,0,0,81,0
3481,19225.9,0,0,3,0,0,0,0,0,0,F,571,0,0,0,1,110,0
3482,5325,1,0,2,0,0,0,0,0,0,E,630,0,0,0,0,52,0
3483,7387.01,1,0,2,1,0,0,0,1,0,A,500,0,0,0,0,142,0
3484,1892.73,0,0,2,0,0,0,0,0,0,G,471,0,0,0,0,48,1
3485,17975,1,0,3,0,0,1,0,0,1,E,464,0,0,0,0,54,0
3486,19269.91,0,0,0,0,0,0,0,0,0,F,480,0,0,0,0,125,0
3487,27979.76,1,0,2,0,0,0,0,0,0,C,410,0,0,0,0,110,1
3488,14052.44,1,1,0,0,0,0,0,0,0,C,603,0,0,0,0,125,0
3489,31391.61,1,0,3,0,0,0,0,0,0,D,294,0,0,0,0,112,0
3490,16000,1,0,3,0,0,0,0,0,0,A,503,0,0,0,0,48,1
3491,5896.97,0,0,2,0,0,0,0,1,0,G,502,0,0,0,0,85,0
3492,4817.48,0,0,3,0,0,0,0,0,0,F,584,0,0,0,0,112,0
3493,10937.96,0,0,2,0,0,0,0,0,0,G,386,0,0,0,0,84,1
3494,20000,1,0,3,0,0,0,0,0,0,C,711,0,0,0,0,48,0
3495,14697.24,1,0,3,0,0,0,0,0,0,B,744,0,0,0,0,51,0
3496,13733.83,1,0,2,0,0,0,0,1,0,D,406,0,0,0,0,112,0
3497,11200,1,0,3,0,0,0,0,0,0,G,783,0,0,0,0,48,0
3498,14685.77,1,0,2,0,0,0,0,1,0,D,280,0,0,0,0,112,1
3499,5663.63,0,0,0,1,0,0,1,0,0,F,527,0,0,0,0,84,1
3500,3022.19,0,0,2,1,0,0,1,1,0,G,499,0,0,0,0,82,0
3501,9652.15,0,0,3,1,0,0,0,0,0,G,783,0,0,0,0,108,0
3502,2786.01,1,0,3,1,0,0,0,0,0,B,667,0,0,0,0,51,1
3503,7828.08,1,0,2,0,0,0,0,0,0,D,243,0,0,0,1,83,0
3504,5211.97,0,0,3,1,0,0,1,0,0,F,603,0,0,0,0,79,1
3505,5000,1,0,3,1,0,0,0,0,0,C,656,0,0,0,0,61,0
3506,8711.06,0,0,2,1,0,0,0,0,0,G,581,0,0,0,0,110,0
3507,4908.36,0,0,3,1,0,0,1,0,1,F,387,0,0,0,0,49,0
3508,4718.85,0,0,0,1,0,0,0,0,0,F,364,0,0,0,0,110,1
3509,7703.45,0,0,2,1,0,0,0,0,0,F,394,0,0,0,0,110,0
3510,18389.35,1,0,0,1,0,0,0,0,0,E,406,0,0,0,0,110,0
3511,13945.18,1,0,0,1,0,0,0,0,0,B,544,0,0,0,0,89,1
3512,9816.72,0,0,2,1,0,0,0,0,0,F,618,0,0,0,1,82,0
3513,2309.9,0,0,2,1,0,0,0,0,0,G,575,0,0,0,1,82,0
3514,980.19,1,0,0,1,0,0,1,0,0,E,570,0,0,0,0,54,1
3515,7890.63,0,0,3,1,0,0,1,0,1,G,770,0,0,0,0,110,0
3516,17490.87,1,0,3,0,0,0,0,0,0,D,546,0,0,0,0,82,0
3517,2751.1,0,0,0,0,0,0,0,0,0,G,413,0,0,0,0,82,0
3518,11325.23,0,0,2,0,0,0,0,0,0,F,524,0,0,0,1,110,1
3519,3708.48,0,0,0,0,0,0,0,0,0,G,514,0,0,0,0,83,0
3520,4646.1,1,0,3,0,0,0,0,0,0,B,442,0,0,0,1,84,1
3521,13572.99,1,0,0,0,0,0,0,0,0,C,451,0,0,0,0,49,1
3522,11793.95,0,0,0,0,0,0,1,0,0,G,628,0,0,0,0,84,0
3523,3226.43,1,0,2,1,0,0,0,0,0,D,575,0,0,0,1,52,0
3524,19835.43,0,0,2,1,0,0,0,1,0,F,416,0,0,0,0,82,0
3525,4796.06,0,0,2,0,0,0,0,0,0,E,412,0,0,0,0,110,0
3526,5913.13,0,0,2,0,0,0,0,0,0,F,356,0,0,0,0,82,0
3527,9800,0,0,3,0,0,0,0,0,0,G,435,0,0,0,0,53,0
3528,5890.03,0,0,0,0,0,0,0,0,1,F,393,0,0,0,1,81,1
3529,5726.19,1,0,0,0,0,0,0,0,0,C,405,0,0,0,0,110,0
3530,34205.89,1,0,2,0,0,0,0,0,0,C,508,0,0,0,0,83,0
3531,4724.02,0,0,0,0,0,0,1,0,0,F,414,0,0,0,1,110,1
3532,2935.52,1,0,1,0,0,0,0,0,0,D,347,0,0,0,0,80,0
3533,17869.55,1,0,2,0,0,0,0,0,0,F,566,0,0,0,0,82,0
3534,34236.04,1,0,3,0,0,0,0,0,0,C,465,0,0,0,1,78,0
3535,17802.22,1,0,2,0,0,0,0,0,0,C,466,0,0,0,0,87,0
3536,13599.06,0,0,2,0,0,0,0,1,0,G,511,0,0,0,0,109,0
3537,6775.42,0,0,0,0,0,0,0,0,0,G,354,0,0,0,0,110,0
3538,6615.21,0,0,0,0,0,0,1,0,0,F,372,0,0,0,1,53,1
3539,5791.28,0,0,2,0,0,0,0,1,0,G,299,0,0,0,0,111,0
3540,1472.09,0,0,2,0,0,0,0,0,0,G,389,0,0,0,1,53,0
3541,10000,0,0,2,0,0,0,0,0,0,F,280,0,0,0,0,51,0
3542,10589.98,0,0,2,0,0,0,0,0,0,G,451,0,0,0,0,84,0
3543,15000,0,0,2,0,0,0,0,0,0,F,277,0,0,0,0,51,0
3544,3906.34,1,0,3,0,0,0,0,0,0,B,372,0,0,0,1,85,1
3545,4800,0,0,3,0,0,0,0,0,0,F,433,0,0,0,0,53,0
3546,14225.62,1,0,3,1,0,0,0,0,0,B,457,0,0,0,1,97,0
3547,7098.7,1,0,2,0,0,0,0,0,0,C,551,0,0,0,0,110,1
3548,5237.54,1,0,0,0,0,0,0,0,0,B,214,0,0,0,0,112,0
3549,4914.15,0,0,3,0,0,0,0,0,0,G,340,0,0,0,0,82,0
3550,9586.57,1,0,0,0,0,0,0,0,0,D,596,0,0,0,0,78,0
3551,7090.09,0,0,3,0,0,0,0,0,0,G,553,0,0,0,0,110,0
3552,23260.22,1,0,2,1,0,0,0,1,0,C,474,0,0,0,0,136,0
3553,14194.1,0,0,0,0,0,0,1,0,0,G,465,0,0,0,1,82,1
3554,2000,0,0,3,0,0,0,1,0,0,G,538,0,0,0,1,65,0
3555,7855.66,0,0,3,0,0,0,1,0,0,F,517,0,0,0,0,82,0
3556,6400,1,0,3,1,0,0,0,0,0,C,759,0,0,0,0,61,0
3557,24168.59,1,0,0,1,0,0,0,0,0,C,446,0,0,0,0,51,1
3558,13899.09,0,0,2,0,0,1,0,0,0,G,228,0,0,0,1,118,0
3559,20046.41,1,0,3,1,0,0,0,0,0,C,365,0,0,0,0,121,0
3560,13666.79,0,0,0,0,0,0,1,0,0,F,523,0,0,0,0,82,1
3561,5784.76,0,0,2,0,0,0,0,0,0,E,509,0,0,0,0,112,0
3562,4908.36,0,0,3,0,0,0,0,0,0,F,598,0,0,0,0,82,0
3563,6876.65,0,0,0,0,0,0,0,0,0,G,492,0,0,0,0,49,0
3564,16881.16,0,0,3,0,0,0,0,0,0,G,457,0,0,0,1,111,0
3565,9538.51,1,0,3,0,0,0,1,0,0,C,356,0,0,0,0,112,0
3566,2256.55,0,0,2,1,0,0,0,0,0,E,451,0,0,0,0,82,1
3567,4574.15,1,0,3,0,0,0,0,0,0,B,492,0,0,0,0,111,0
3568,31670.18,1,0,0,1,0,0,0,0,1,E,363,0,0,0,0,116,0
3569,19647.58,0,0,2,0,0,0,0,1,0,G,554,0,0,0,0,82,0
3570,6871.7,0,0,2,0,0,0,0,1,0,F,353,0,0,0,0,82,0
3571,23766.73,1,0,2,0,0,0,0,1,0,B,206,0,0,0,0,113,1
3572,1862.84,1,0,2,0,0,0,0,0,0,C,213,0,0,0,1,53,1
3573,8327.2,0,0,3,0,0,0,0,0,1,G,466,0,0,0,1,84,1
3574,33485.07,1,0,0,0,0,0,0,0,0,D,270,0,0,0,0,110,0
3575,5791.28,0,0,0,0,0,0,0,0,0,G,409,0,0,0,0,120,0
3576,13261.04,1,0,3,1,0,0,0,0,0,B,372,0,0,0,1,51,0
3577,11337.15,1,0,1,0,0,0,0,0,0,C,337,0,0,0,0,106,0
3578,3435.05,0,0,2,0,0,1,0,0,0,G,488,0,0,0,0,82,1
3579,26304.05,1,0,0,1,0,0,0,0,0,D,404,0,0,0,0,83,1
3580,2917.53,0,0,3,0,0,1,0,0,0,G,259,0,0,0,0,110,0
3581,15926.05,0,0,3,0,0,0,0,0,0,G,474,0,0,0,0,110,0
3582,5694.76,0,0,3,0,0,0,0,0,0,G,604,0,0,0,0,110,1
3583,11200,1,0,2,0,0,0,0,1,0,C,286,0,0,0,0,48,0
3584,26441.3,1,0,3,0,0,0,0,0,1,D,754,0,0,0,1,112,0
3585,3587.32,0,0,0,0,0,1,0,0,0,G,405,0,0,0,0,82,0
3586,32847.63,1,0,3,0,0,0,0,0,0,E,407,0,0,0,1,48,1
3587,19399.86,1,0,3,0,0,0,0,0,0,D,692,0,0,0,0,110,0
3588,3326.69,1,0,0,0,0,0,0,0,0,A,312,0,0,0,0,110,0
3589,24059.16,1,0,0,0,0,0,0,0,1,B,320,0,0,0,0,107,1
3590,11912.27,1,0,3,0,0,0,0,0,0,B,401,0,0,0,0,113,0
3591,8666.38,0,0,2,0,0,0,0,1,0,F,452,0,0,0,0,112,0
3592,20000,1,0,0,1,0,0,0,0,0,D,360,0,0,0,0,51,0
3593,5786.84,0,0,2,0,0,0,1,0,0,G,385,0,0,0,0,120,0
3594,7787.04,0,0,2,0,0,0,0,0,0,G,322,0,0,0,0,90,1
3595,5183.24,0,0,3,0,0,0,0,0,0,G,410,0,0,0,0,110,0
3596,5395.57,0,0,2,0,0,0,0,1,0,F,413,0,0,0,0,117,0
3597,11376.53,0,0,2,0,0,0,0,0,0,G,321,0,0,0,0,59,1
3598,3919.13,0,0,0,0,0,0,0,0,0,E,345,0,0,0,0,82,0
3599,7239.11,0,0,2,0,0,1,0,0,0,G,385,0,0,0,1,85,0
3600,14033.62,1,0,2,0,0,0,0,0,0,D,346,0,0,0,0,136,0
3601,2454.18,0,0,2,0,0,0,0,0,0,F,510,0,0,0,0,84,0
3602,4293.76,0,0,2,0,0,0,0,0,0,F,348,0,0,0,1,90,0
3603,1417.53,0,0,0,0,0,0,1,0,0,F,380,0,0,0,0,51,1
3604,10789.25,0,1,3,1,0,0,0,0,0,F,337,0,0,0,0,89,0
3605,9126.42,1,0,0,0,0,0,0,0,0,B,406,0,0,0,0,110,0
3606,7442.92,1,0,3,0,0,0,1,0,0,E,539,0,0,0,0,120,0
3607,11685.69,1,0,3,0,0,0,0,0,0,C,762,0,0,0,1,85,1
3608,10000,0,0,2,0,0,0,0,0,0,F,103,0,0,0,0,51,0
3609,18787.22,1,0,0,1,0,0,0,0,0,C,409,0,0,0,0,53,1
3610,31290.59,1,0,2,0,0,0,0,0,0,C,382,0,0,0,0,82,0
3611,6750.27,0,0,2,0,0,0,0,0,0,G,305,0,0,0,1,110,0
3612,24741.78,1,0,3,0,0,0,0,0,0,E,538,0,0,0,1,66,0
3613,16000,0,0,3,1,0,0,0,0,0,F,540,0,0,0,0,48,0
3614,2382.45,1,0,2,0,0,0,0,1,0,B,438,0,0,0,1,110,0
3615,19600.25,0,0,2,0,0,0,0,0,0,E,421,0,0,0,0,82,0
3616,939.9,0,0,2,0,0,0,0,0,0,E,481,0,0,0,0,51,1
3617,11528.75,0,0,2,0,0,0,0,1,0,E,332,0,0,0,0,110,0
3618,8665.77,0,0,2,0,0,0,0,0,0,F,496,0,0,0,0,82,0
3619,19393.66,1,0,3,0,0,0,0,0,1,B,691,0,0,0,0,112,0
3620,12800,1,0,2,0,0,1,0,0,0,B,415,0,0,0,0,54,0
3621,10919.09,0,0,0,1,0,0,0,0,0,F,423,0,0,0,0,53,1
3622,6505.54,1,0,2,0,0,0,0,1,0,B,320,0,0,0,0,51,1
3623,4800,0,0,2,0,0,0,0,1,0,G,398,0,0,0,0,48,0
3624,9754.18,1,0,3,0,0,0,0,0,0,B,637,0,0,0,0,95,0
3625,27706.17,1,0,1,0,0,0,0,0,0,C,148,0,0,0,0,110,0
3626,5600,0,0,2,0,0,0,0,0,0,E,544,0,0,0,0,52,0
3627,26618.75,1,0,3,0,0,0,0,0,1,B,550,0,0,0,0,110,0
3628,4821.62,0,0,2,0,0,0,0,0,0,G,419,0,0,0,0,110,0
3629,5493.86,0,0,0,0,0,0,0,0,0,G,431,0,0,0,0,110,0
3630,4773.53,1,0,2,0,0,0,0,0,0,C,352,0,0,0,0,112,0
3631,6756.5,0,0,2,0,0,0,0,1,0,G,208,0,0,0,1,122,0
3632,2945.02,0,0,3,0,0,0,0,0,0,F,711,0,0,0,0,82,0
3633,1957.68,1,0,1,0,0,0,0,0,0,D,365,0,0,0,0,82,0
3634,30000,1,0,2,0,0,0,0,0,0,E,303,0,0,0,0,53,0
3635,20848.95,1,0,2,0,0,0,0,0,0,F,186,0,0,0,0,82,0
3636,6700.53,1,0,2,0,0,0,0,1,0,C,389,0,0,0,0,82,1
3637,2441.46,1,0,2,0,0,0,0,0,0,B,620,0,0,0,0,84,0
3638,8822.22,0,0,2,0,0,0,1,0,0,E,376,0,0,0,0,84,0
3639,31709.07,1,0,2,0,0,0,1,0,0,E,231,0,0,0,0,84,0
3640,5863.86,1,0,1,0,0,0,0,0,0,C,194,0,0,0,0,82,0
3641,19042.25,1,0,1,0,0,0,0,0,0,E,722,0,0,0,0,83,0
3642,3909.24,1,0,2,0,0,0,0,1,0,C,378,0,0,0,0,82,0
3643,12553.28,1,0,3,0,0,0,0,0,0,F,354,0,0,0,0,88,0
3644,9987.26,0,0,2,0,0,0,0,0,0,F,556,0,0,0,0,96,0
3645,3851.72,0,0,2,0,0,0,0,0,0,F,318,0,0,0,0,110,0
3646,15686.01,1,0,2,0,0,0,1,0,0,E,291,0,0,0,0,82,0
3647,2311.03,0,0,0,0,0,0,1,0,0,F,586,0,0,0,1,110,0
3648,6720.88,0,0,0,0,0,0,0,0,0,E,400,0,0,0,0,108,0
3649,5000,1,0,2,0,0,0,0,1,0,C,142,0,0,0,0,53,0
3650,9997.42,1,0,2,0,0,0,0,0,0,A,407,0,0,0,0,49,1
3651,2888.79,0,0,3,0,0,0,0,0,0,F,284,0,0,0,0,110,0
3652,8839.17,0,0,2,0,0,0,0,0,0,G,309,0,0,0,0,84,0
3653,4764.56,1,0,2,0,0,0,0,0,0,B,290,0,0,0,0,110,0
3654,4000,0,0,2,1,0,0,0,0,0,F,302,0,0,0,0,53,1
3655,7690.34,0,0,2,1,0,0,0,0,0,F,299,0,0,0,0,108,0
3656,7928.72,0,0,0,0,0,0,0,0,1,F,450,0,0,0,1,110,1
3657,9603.89,0,0,0,0,0,0,0,0,0,G,635,0,0,0,0,110,0
3658,8000,1,0,3,0,0,0,0,0,1,C,648,0,0,1,0,51,0
3659,6259.05,0,0,2,0,0,0,0,0,0,F,379,0,0,0,0,110,0
3660,2794.24,1,0,2,0,0,0,1,1,0,C,613,0,0,0,0,52,0
3661,7200,1,0,3,0,0,0,0,0,0,B,679,0,1,0,0,53,0
3662,7669.26,0,0,2,1,0,0,0,0,0,E,564,0,0,0,0,82,1
3663,9567.16,1,0,2,0,0,0,0,1,0,D,386,0,0,0,0,111,0
3664,29020.07,1,0,0,0,0,0,0,0,0,D,288,0,0,0,1,82,0
3665,11718.81,1,0,1,0,0,0,0,0,0,B,451,0,0,0,0,82,0
3666,5246.18,1,0,2,0,0,0,0,1,0,C,449,0,0,0,0,110,1
3667,9624.61,0,0,0,1,0,0,0,0,0,F,593,0,0,0,0,116,0
3668,3003.68,0,0,0,0,0,0,1,0,0,G,405,0,0,0,1,110,1
3669,12411.2,1,0,2,0,0,0,0,0,0,C,259,0,0,0,0,112,1
3670,3955,0,0,2,0,0,0,0,0,0,G,480,0,0,0,0,112,0
3671,3142.26,0,0,0,0,0,0,0,0,0,F,440,0,0,0,0,84,0
3672,2945.02,0,0,2,0,0,0,0,0,0,F,296,0,0,0,0,82,0
3673,4814.66,0,0,0,1,0,0,0,0,0,F,489,0,0,0,0,82,0
3674,6560.46,1,0,2,0,0,0,0,0,0,D,194,0,0,0,0,101,0
3675,19057.56,1,0,2,0,0,0,0,1,0,C,547,0,0,0,0,82,0
3676,20420,1,0,2,0,0,0,0,1,0,E,371,0,0,0,0,82,1
3677,3304.09,0,0,3,1,0,0,0,0,0,F,594,0,0,0,0,118,0
3678,9186.6,0,0,2,0,0,0,0,0,0,G,297,0,0,0,0,110,0
3679,10950,0,0,0,0,0,0,0,0,0,F,568,0,0,0,0,53,0
3680,4795.07,0,0,3,0,0,0,1,0,0,G,526,0,0,0,0,110,0
3681,6756.51,0,0,2,0,0,0,1,0,0,G,377,0,0,0,0,110,0
3682,20000,0,0,2,0,0,0,0,0,0,G,252,0,0,0,0,53,0
3683,7304.39,1,0,3,0,0,0,0,0,0,B,251,0,0,0,0,82,0
3684,18795.86,0,0,2,0,0,0,0,0,0,E,229,0,0,0,1,117,1
3685,1963.34,0,0,2,0,0,0,0,0,0,F,371,0,0,0,0,88,0
3686,4723.02,0,0,2,0,0,0,1,1,0,F,409,0,0,0,1,116,1
3687,26185.57,1,0,3,0,0,0,0,0,0,G,595,0,0,0,0,82,0
3688,3000,1,0,2,1,0,0,0,1,0,C,443,0,0,0,0,56,1
3689,23842.88,1,0,2,0,0,0,0,0,0,D,527,0,0,0,0,82,0
3690,4708.29,0,0,2,1,0,0,0,0,0,F,446,0,0,0,0,103,1
3691,18188.15,1,0,2,0,0,0,0,0,0,D,495,0,0,0,0,83,0
3692,33553.03,1,0,2,0,0,0,0,0,0,D,455,0,0,0,1,110,1
3693,1920.97,1,0,2,1,0,0,0,0,0,B,560,0,0,0,0,59,1
3694,13850.35,1,0,0,0,0,0,0,0,0,D,489,0,0,0,0,90,0
3695,1523.97,1,0,2,0,0,0,0,0,0,B,465,0,0,0,1,36,1
3696,11369.75,0,0,0,0,0,0,0,0,0,G,366,0,0,0,0,107,1
3697,12290.96,1,0,3,0,0,1,0,0,0,C,685,0,0,0,1,48,1
3698,2806.71,1,1,3,0,0,0,0,0,0,D,799,0,0,0,0,108,1
3699,4548.62,0,0,2,0,0,0,0,0,0,G,476,0,0,0,1,50,1
3700,22151.83,1,0,0,0,0,0,0,0,0,F,362,0,0,0,1,119,0
3701,9790.51,1,0,3,0,0,0,0,0,0,D,308,0,0,0,0,110,0
3702,4339.45,0,0,2,1,0,0,0,0,0,G,598,0,0,0,0,110,0
3703,9634.96,0,0,3,0,0,0,1,0,1,F,389,0,0,0,0,110,0
3704,20474.83,1,0,3,0,0,0,0,0,1,E,756,0,0,0,0,51,1
3705,4608.89,0,0,2,0,0,0,0,1,0,G,329,0,0,0,1,111,0
3706,4075,1,0,0,0,0,0,0,0,0,D,516,0,0,0,1,52,0
3707,1000,0,0,3,0,0,0,0,0,0,F,378,0,0,0,1,48,0
3708,3931.31,0,0,3,0,0,0,0,0,0,G,526,0,0,0,0,82,0
3709,1858.47,1,0,2,0,0,0,0,0,0,B,393,0,0,0,1,82,1
3710,29705.1,1,0,2,1,0,0,0,1,0,D,447,0,0,0,0,81,0
3711,3860.85,0,0,2,0,0,0,0,0,0,G,191,0,0,0,0,110,0
3712,16800,0,0,2,1,0,0,0,0,0,G,464,0,0,0,0,59,0
3713,31725.35,1,0,2,0,0,0,0,1,0,E,495,0,0,0,0,84,0
3714,3908.55,1,0,2,0,0,0,0,1,0,C,206,0,0,0,1,48,1
3715,26150.23,1,0,1,0,0,0,0,0,0,C,473,0,0,0,0,78,1
3716,14299.47,1,0,2,0,0,0,0,1,0,C,142,0,0,0,0,114,1
3717,13320.81,1,0,0,1,0,0,0,0,0,A,371,0,0,0,0,62,1
3718,14478.22,0,0,3,0,0,0,0,0,0,G,388,0,0,0,0,110,0
3719,5723.09,1,0,1,0,0,0,0,0,0,C,254,0,0,0,1,125,0
3720,5236.28,0,0,2,0,0,0,0,0,0,G,197,0,0,0,0,112,0
3721,4908.36,0,0,0,1,0,0,0,0,0,F,503,0,0,0,0,79,0
3722,1541.59,0,0,2,0,0,0,0,0,0,F,427,0,0,0,0,82,0
3723,18900.66,0,0,0,0,0,0,0,0,0,F,198,0,0,0,0,82,1
3724,34205.89,1,0,3,0,0,0,0,0,1,C,706,0,0,0,1,80,0
3725,3136.94,0,0,0,0,0,0,0,0,0,G,415,0,0,0,0,110,0
3726,14401.88,0,1,0,0,0,0,0,0,0,E,544,0,0,0,0,113,0
3727,14881.58,1,0,3,0,0,1,0,0,0,D,321,0,0,0,0,112,0
3728,13713.49,1,1,3,0,0,0,0,0,0,E,587,0,0,0,0,82,1
3729,18878.18,0,1,3,0,0,0,0,0,0,F,721,0,0,0,0,96,0
3730,34706.08,1,0,1,0,0,0,0,0,0,E,430,0,0,0,0,82,0
3731,11788.55,0,0,0,1,0,0,0,0,1,G,468,0,0,1,1,82,0
3732,4738,0,0,3,0,0,0,0,0,0,G,551,0,0,0,0,82,1
3733,34313.14,1,0,2,0,0,0,0,0,0,E,469,0,0,0,0,82,0
3734,16087.5,1,0,0,1,0,0,0,0,0,G,499,0,0,0,0,112,0
3735,13481.04,0,0,3,0,0,0,0,0,0,F,428,0,0,0,0,110,0
3736,14464.89,0,0,3,0,0,0,1,0,0,G,426,0,0,0,0,110,0
3737,19656.58,0,0,3,0,0,0,0,0,0,G,525,0,0,0,0,82,0
3738,9600,1,0,3,0,0,0,0,0,0,A,609,0,0,0,0,52,0
3739,9634.96,0,0,2,0,0,0,0,1,0,F,362,0,0,0,0,110,0
3740,27260.12,1,0,2,0,0,0,0,0,0,G,324,0,0,0,0,82,0
3741,7335.63,0,0,2,0,0,0,0,0,0,G,454,0,0,0,0,110,0
3742,11582.58,0,0,2,1,0,0,0,0,0,G,268,0,0,0,0,119,0
3743,5503.84,0,0,2,0,0,0,0,0,0,G,487,0,0,0,1,82,0
3744,4563.21,1,0,3,0,0,0,0,0,1,B,825,0,0,0,0,112,1
3745,14742.44,0,0,2,0,0,0,0,0,0,G,491,0,0,0,1,79,0
3746,7846.72,0,0,3,0,0,0,0,0,0,F,549,0,0,0,1,54,1
3747,6000,1,0,3,0,0,0,0,0,0,B,575,0,0,0,0,51,0
3748,11500,1,0,2,0,0,0,0,0,0,E,216,0,0,0,1,51,0
3749,5739.71,0,0,2,0,0,0,0,0,0,G,528,0,0,0,0,51,1
3750,3805.08,0,0,3,0,0,0,0,0,0,F,396,0,0,0,0,81,0
3751,24479.35,1,0,2,0,0,1,0,0,0,D,369,0,0,1,0,82,0
3752,34181.12,1,0,2,0,0,0,0,0,0,B,291,0,0,0,0,82,0
3753,1170.39,1,0,2,0,0,0,0,1,0,A,349,0,0,0,0,51,1
3754,20000,1,1,1,1,0,0,0,0,0,E,673,0,0,0,0,67,0
3755,17855.32,0,0,2,0,0,0,0,1,0,F,335,0,0,0,0,82,0
3756,5785.95,0,0,0,0,0,0,0,0,1,G,499,0,0,0,1,110,0
3757,12000,1,0,3,0,0,0,0,0,0,B,525,0,0,0,0,48,1
3758,7000,0,0,3,0,0,0,0,0,0,F,610,0,0,0,0,52,0
3759,4264.18,0,0,3,0,0,0,0,0,1,G,517,0,0,0,1,82,1
3760,2000,0,0,3,0,0,0,0,0,0,G,581,0,0,0,0,66,0
3761,2832.23,0,0,2,0,0,0,0,0,0,F,426,0,0,0,0,49,1
